reported_name,accepted_name,species_name
Chamaecrista_rovirosana,Chamaecrista_nictitans_var_glabrata,Chamaecrista_nictitans
Chamaecrista_smaragdina,Chamaecrista_nictitans_var_glabrata,Chamaecrista_nictitans
Chamaecrista_tabascoensis,Chamaecrista_nictitans_var_glabrata,Chamaecrista_nictitans
Chamaecrista_nictitans_var_jaliscensis,Chamaecrista_nictitans_var_jaliscensis,Chamaecrista_nictitans
Chamaecrista_leptadenia_var_jaliscensis,Chamaecrista_nictitans_var_jaliscensis,Chamaecrista_nictitans
Chamaecrista_longicoma_,Chamaecrista_nictitans_var_jaliscensis,Chamaecrista_nictitans
Chamaecrista_nicoyana,Chamaecrista_nictitans_var_jaliscensis,Chamaecrista_nictitans
Chamaecrista_riparia,Chamaecrista_nictitans_var_jaliscensis,Chamaecrista_nictitans
Chamaecrista_wilsonii,Chamaecrista_nictitans_var_jaliscensis,Chamaecrista_nictitans
Chamaecrista_nictitans_var_leptadenia,Chamaecrista_nictitans_var_leptadenia,Chamaecrista_nictitans
Chamaecrista_nictitans_var_mensalis,Chamaecrista_nictitans_var_leptadenia,Chamaecrista_nictitans
Chamaecrista_nictitans_var_paraguariensis,Chamaecrista_nictitans_var_paraguariensis,Chamaecrista_nictitans
Chamaecrista_browniana_,Chamaecrista_nictitans_var_paraguariensis,Chamaecrista_nictitans
Chamaecrista_simplex,Chamaecrista_nictitans_var_paraguariensis,Chamaecrista_nictitans
Chamaecrista_nictitans_var_pilosa,Chamaecrista_nictitans_var_pilosa,Chamaecrista_nictitans
Chamaecrista_comayaguana_,Chamaecrista_nictitans_var_pilosa,Chamaecrista_nictitans
Chamaecrista_conzattii_,Chamaecrista_nictitans_var_pilosa,Chamaecrista_nictitans
Chamaecrista_fenixensis_,Chamaecrista_nictitans_var_pilosa,Chamaecrista_nictitans
Chamaecrista_rekoi_,Chamaecrista_nictitans_var_pilosa,Chamaecrista_nictitans
Chamaecrista_riparia_var_pilosa,Chamaecrista_nictitans_var_pilosa,Chamaecrista_nictitans
Chamaecrista_salvadorensis,Chamaecrista_nictitans_var_pilosa,Chamaecrista_nictitans
Chamaecrista_stenocarpoides,Chamaecrista_nictitans_var_pilosa,Chamaecrista_nictitans
Chamaecrista_tonduzii,Chamaecrista_nictitans_var_pilosa,Chamaecrista_nictitans
Chamaecrista_nictitans_var_praetexta,Chamaecrista_nictitans_var_praetexta,Chamaecrista_nictitans
Chamaecrista_lucesiae,Chamaecrista_nictitans_var_praetexta,Chamaecrista_nictitans
Chamaecrista_nigricans,Chamaecrista_nigricans,Chamaecrista_nigricans
Chamaecrista_harneyi,Chamaecrista_nigricans,Chamaecrista_nigricans
Chamaecrista_nilgirica,Chamaecrista_nilgirica,Chamaecrista_nilgirica
Chamaecrista_nomame,Chamaecrista_nomame,Chamaecrista_nomame
Chamaecrista_nomame_var_grandiflora,Chamaecrista_nomame_var_grandiflora,Chamaecrista_nomame
Chamaecrista_nomame_var_nomame,Chamaecrista_nomame_var_nomame,Chamaecrista_nomame
Chamaecrista_dimidiata,Chamaecrista_nomame_var_nomame,Chamaecrista_nomame
Chamaecrista_nuda,Chamaecrista_nuda,Chamaecrista_nuda
Chamaecrista_nummulariifolia,Chamaecrista_nummulariifolia,Chamaecrista_nummulariifolia
Chamaecrista_obcordata,Chamaecrista_obcordata,Chamaecrista_obcordata
Chamaecrista_obolaria,Chamaecrista_obolaria,Chamaecrista_obolaria
Chamaecrista_chaetostegia_var_obolaria,Chamaecrista_obolaria,Chamaecrista_obolaria
Chamaecrista_obtecta,Chamaecrista_obtecta,Chamaecrista_obtecta
Chamaecrista_ochnacea,Chamaecrista_ochnacea,Chamaecrista_ochnacea
Chamaecrista_ochnacea_var_latifolia,Chamaecrista_ochnacea_var_latifolia,Chamaecrista_ochnacea
Chamaecrista_ochnacea_var_mollis,Chamaecrista_ochnacea_var_mollis,Chamaecrista_ochnacea
Chamaecrista_ochnacea_var_ochnacea,Chamaecrista_ochnacea_var_ochnacea,Chamaecrista_ochnacea
Chamaecrista_ochnacea_var_purpurascens,Chamaecrista_ochnacea_var_purpurascens,Chamaecrista_ochnacea
Chamaecrista_ochnacea_var_speluncae,Chamaecrista_ochnacea_var_speluncae,Chamaecrista_ochnacea
Chamaecrista_ochrosperma,Chamaecrista_ochrosperma,Chamaecrista_ochrosperma
Chamaecrista_olesiphylla,Chamaecrista_olesiphylla,Chamaecrista_olesiphylla
Chamaecrista_oligandra,Chamaecrista_oligandra,Chamaecrista_oligandra
Chamaecrista_oligosperma,Chamaecrista_oligosperma,Chamaecrista_oligosperma
Chamaecrista_onusta,Chamaecrista_onusta,Chamaecrista_onusta
Chamaecrista_oppositifolia,Chamaecrista_oppositifolia,Chamaecrista_oppositifolia
Chamaecrista_orbiculata,Chamaecrista_orbiculata,Chamaecrista_orbiculata
Chamaecrista_orenocensis,Chamaecrista_orenocensis,Chamaecrista_orenocensis
Chamaecrista_pachyclada,Chamaecrista_pachyclada,Chamaecrista_pachyclada
Chamaecrista_paniculata,Chamaecrista_paniculata,Chamaecrista_paniculata
Chamaecrista_paralias,Chamaecrista_paralias,Chamaecrista_paralias
Chamaecrista_paraunana,Chamaecrista_paraunana,Chamaecrista_paraunana
Chamaecrista_parva,Chamaecrista_parva,Chamaecrista_parva
Chamaecrista_parvistipula,Chamaecrista_parvistipula,Chamaecrista_parvistipula
Chamaecrista_pascuorum,Chamaecrista_pascuorum,Chamaecrista_pascuorum
Chamaecrista_pauciflora,Chamaecrista_pauciflora,Chamaecrista_pauciflora
Chamaecrista_pedemontana,Chamaecrista_pedemontana,Chamaecrista_pedemontana
Chamaecrista_pedicellaris,Chamaecrista_pedicellaris,Chamaecrista_pedicellaris
Chamaecrista_pedicellaris_var_adenosperma,Chamaecrista_pedicellaris_var_adenosperma,Chamaecrista_pedicellaris
Chamaecrista_adenosperma,Chamaecrista_pedicellaris_var_adenosperma,Chamaecrista_pedicellaris
Chamaecrista_pedicellaris_var_pedicellaris,Chamaecrista_pedicellaris_var_pedicellaris,Chamaecrista_pedicellaris
Chamaecrista_buchii,Chamaecrista_pedicellaris_var_pedicellaris,Chamaecrista_pedicellaris
Chamaecrista_enneryana,Chamaecrista_pedicellaris_var_pedicellaris,Chamaecrista_pedicellaris
Chamaecrista_haitiensis,Chamaecrista_pedicellaris_var_pedicellaris,Chamaecrista_pedicellaris
Chamaecrista_leonardae,Chamaecrista_pedicellaris_var_pedicellaris,Chamaecrista_pedicellaris
Chamaecrista_pedicellaris_subsp_holguinensis,Chamaecrista_pedicellaris_var_pedicellaris,Chamaecrista_pedicellaris
Chamaecrista_pedicellaris_subsp_strigillosa,Chamaecrista_pedicellaris_var_pedicellaris,Chamaecrista_pedicellaris
Chamaecrista_pedicellaris_var_holguinensis,Chamaecrista_pedicellaris_var_pedicellaris,Chamaecrista_pedicellaris
Chamaecrista_pedicellaris_var_strigillosa,Chamaecrista_pedicellaris_var_pedicellaris,Chamaecrista_pedicellaris
Chamaecrista_strigillosa,Chamaecrista_pedicellaris_var_pedicellaris,Chamaecrista_pedicellaris
Chamaecrista_petiolata,Chamaecrista_petiolata,Chamaecrista_petiolata
Chamaecrista_philippii,Chamaecrista_philippii,Chamaecrista_philippii
Chamaecrista_phyllostachya,Chamaecrista_phyllostachya,Chamaecrista_phyllostachya
Chamaecrista_pilicarpa,Chamaecrista_pilicarpa,Chamaecrista_pilicarpa
Chamaecrista_pilosa,Chamaecrista_pilosa,Chamaecrista_pilosa
Chamaecrista_pilosa_var_luxurians,Chamaecrista_pilosa_var_luxurians,Chamaecrista_pilosa
Chamaecrista_pilosa_var_pilosa,Chamaecrista_pilosa_var_pilosa,Chamaecrista_pilosa
Chamaecrista_macropoda,Chamaecrista_pilosa_var_pilosa,Chamaecrista_pilosa
Chamaecrista_planaltoana,Chamaecrista_planaltoana,Chamaecrista_planaltoana
Chamaecrista_planifolia,Chamaecrista_planifolia,Chamaecrista_planifolia
Chamaecrista_plumosa,Chamaecrista_plumosa,Chamaecrista_plumosa
Chamaecrista_plumosa_var_erecta,Chamaecrista_plumosa_var_erecta,Chamaecrista_plumosa
Chamaecrista_plumosa_var_plumosa,Chamaecrista_plumosa_var_plumosa,Chamaecrista_plumosa
Chamaecrista_pohliana,Chamaecrista_pohliana,Chamaecrista_pohliana
Chamaecrista_polita,Chamaecrista_polita,Chamaecrista_polita
Chamaecrista_polymorpha,Chamaecrista_polymorpha,Chamaecrista_polymorpha
Chamaecrista_polystachya,Chamaecrista_polystachya,Chamaecrista_polystachya
Chamaecrista_polytricha,Chamaecrista_polytricha,Chamaecrista_polytricha
Chamaecrista_polytricha_var_pauciflora,Chamaecrista_polytricha_var_pauciflora,Chamaecrista_polytricha
Chamaecrista_polytricha_var_polytricha,Chamaecrista_polytricha_var_polytricha,Chamaecrista_polytricha
Chamaecrista_polytricha_var_pulchella,Chamaecrista_polytricha_var_pulchella,Chamaecrista_polytricha
Chamaecrista_portoricensis,Chamaecrista_portoricensis,Chamaecrista_portoricensis
Chamaecrista_portoricensis_var_atlantica,Chamaecrista_portoricensis_var_atlantica,Chamaecrista_portoricensis
Chamaecrista_portoricensis_var_portoricensis,Chamaecrista_portoricensis_var_portoricensis,Chamaecrista_portoricensis
Chamaecrista_portoricensis_var_callosa,Chamaecrista_portoricensis_var_portoricensis,Chamaecrista_portoricensis
Chamaecrista_tuerckheimii,Chamaecrista_portoricensis_var_portoricensis,Chamaecrista_portoricensis
Chamaecrista_potentilla,Chamaecrista_potentilla,Chamaecrista_potentilla
Chamaecrista_potentilla_var_specuum,Chamaecrista_potentilla,Chamaecrista_potentilla
Chamaecrista_pratensis,Chamaecrista_pratensis,Chamaecrista_pratensis
Chamaecrista_psoraleopsis,Chamaecrista_psoraleopsis,Chamaecrista_psoraleopsis
Chamaecrista_pteropoda,Chamaecrista_pteropoda,Chamaecrista_pteropoda
Chamaecrista_puccioniana,Chamaecrista_puccioniana,Chamaecrista_puccioniana
Chamaecrista_pumila,Chamaecrista_pumila,Chamaecrista_pumila
Chamaecrista_punctata,Chamaecrista_punctata,Chamaecrista_punctata
Chamaecrista_punctulata,Chamaecrista_punctulata,Chamaecrista_punctulata
Chamaecrista_punctulifera,Chamaecrista_punctulifera,Chamaecrista_punctulifera
Chamaecrista_pygmaea,Chamaecrista_pygmaea,Chamaecrista_pygmaea
Chamaecrista_pygmaea_var_diffusissima,Chamaecrista_pygmaea_var_diffusissima,Chamaecrista_pygmaea
Chamaecrista_diffusissima,Chamaecrista_pygmaea_var_diffusissima,Chamaecrista_pygmaea
Chamaecrista_pygmaea_var_pinosensis,Chamaecrista_pygmaea_var_pinosensis,Chamaecrista_pygmaea
Chamaecrista_pygmaea_var_pygmaea,Chamaecrista_pygmaea_var_pygmaea,Chamaecrista_pygmaea
Chamaecrista_micrantha,Chamaecrista_pygmaea_var_pygmaea,Chamaecrista_pygmaea
Chamaecrista_pygmaea_var_roigii,Chamaecrista_pygmaea_var_pygmaea,Chamaecrista_pygmaea
Chamaecrista_roigii,Chamaecrista_pygmaea_var_pygmaea,Chamaecrista_pygmaea
Chamaecrista_savannarum,Chamaecrista_pygmaea_var_savannarum,Chamaecrista_pygmaea
Chamaecrista_ramosa,Chamaecrista_ramosa,Chamaecrista_ramosa
Chamaecrista_ramosa_var_curvifolia,Chamaecrista_ramosa_var_curvifolia,Chamaecrista_ramosa
Chamaecrista_ramosa_var_mollissima,Chamaecrista_ramosa_var_curvifolia,Chamaecrista_ramosa
Chamaecrista_curvifolia,Chamaecrista_ramosa_var_curvifolia,Chamaecrista_ramosa
_Chamaecrista_curvifolia_var_mollissima,Chamaecrista_ramosa_var_curvifolia,Chamaecrista_ramosa
Chamaecrista_ramosa_var_erythrocalyx,Chamaecrista_ramosa_var_erythrocalyx,Chamaecrista_ramosa
Chamaecrista_curvifolia_var_lucida,Chamaecrista_ramosa_var_lucida,Chamaecrista_ramosa
Chamaecrista_ramosa_var_parvifoliola,Chamaecrista_ramosa_var_parvifoliola,Chamaecrista_ramosa
Chamaecrista_ramosa_var_ramosa,Chamaecrista_ramosa_var_ramosa,Chamaecrista_ramosa
Chamaecrista_cinerea,Chamaecrista_ramosa_var_ramosa,Chamaecrista_ramosa
Chamaecrista_ramulosa,Chamaecrista_ramosa_var_ramosa,Chamaecrista_ramosa
Chamaecrista_ramosa_var_ventuarensis,Chamaecrista_ramosa_var_ventuarensis,Chamaecrista_ramosa
Chamaecrista_reducta,Chamaecrista_reducta,Chamaecrista_reducta
Chamaecrista_repens,Chamaecrista_repens,Chamaecrista_repens
Chamaecrista_repens_var_multijuga,Chamaecrista_repens_var_multijuga,Chamaecrista_repens
Chamaecrista_repens_var_repens,Chamaecrista_repens_var_repens,Chamaecrista_repens
Chamaecrista_rigidifolia,Chamaecrista_rigidifolia,Chamaecrista_rigidifolia
Chamaecrista_robynsiana,Chamaecrista_robynsiana,Chamaecrista_robynsiana
Chamaecrista_roncadorensis,Chamaecrista_roncadorensis,Chamaecrista_roncadorensis
Chamaecrista_roraimae,Chamaecrista_roraimae,Chamaecrista_roraimae
Chamaecrista_rossicorum,Chamaecrista_rossicorum,Chamaecrista_rossicorum
Chamaecrista_choriophylla_var_rossicorum,Chamaecrista_rossicorum,Chamaecrista_rossicorum
Chamaecrista_rotundata,Chamaecrista_rotundata,Chamaecrista_rotundata
Chamaecrista_rotundata_var_interstes,Chamaecrista_rotundata_var_interstes,Chamaecrista_rotundata
Chamaecrista_rotundata_var_rotundata,Chamaecrista_rotundata_var_rotundata,Chamaecrista_rotundata
Chamaecrista_rotundata_var_grandistipula,Chamaecrista_rotundata_var_rotundata,Chamaecrista_rotundata
Chamaecrista_rotundifolia,Chamaecrista_rotundifolia,Chamaecrista_rotundifolia
Chamaecrista_rotundifolia_var_grandiflora,Chamaecrista_rotundifolia_var_grandiflora,Chamaecrista_rotundifolia
Chamaecrista_bauhiniifolia,Chamaecrista_rotundifolia_var_grandiflora,Chamaecrista_rotundifolia
Chamaecrista_rotundifolia_var_rotundifolia,Chamaecrista_rotundifolia_var_rotundifolia,Chamaecrista_rotundifolia
Chamaecrista_bifoliolata,Chamaecrista_rotundifolia_var_rotundifolia,Chamaecrista_rotundifolia
Chamaecrista_rufa,Chamaecrista_rufa,Chamaecrista_rufa
Chamaecrista_rufa_var_exsul,Chamaecrista_rufa_var_exsul,Chamaecrista_rufa
Chamaecrista_rufa_var_polyphlebia,Chamaecrista_rufa_var_polyphlebia,Chamaecrista_rufa
Chamaecrista_rufa_var_rufa,Chamaecrista_rufa_var_rufa,Chamaecrista_rufa
Chamaecrista_jalapensis,Chamaecrista_rufa_var_rufa,Chamaecrista_rufa
Chamaecrista_rugosula,Chamaecrista_rugosula,Chamaecrista_rugosula
Chamaecrista_rupertiana,Chamaecrista_rupertiana,Chamaecrista_rupertiana
Chamaecrista_rupestrium,Chamaecrista_rupestrium,Chamaecrista_rupestrium
Chamaecrista_salvatoris,Chamaecrista_salvatoris,Chamaecrista_salvatoris
Chamaecrista_scabra,Chamaecrista_scabra,Chamaecrista_scabra
Chamaecrista_schmitzii,Chamaecrista_schmitzii,Chamaecrista_schmitzii
Chamaecrista_scleroxylon,Chamaecrista_scleroxylon,Chamaecrista_scleroxylon
Chamaecrista_secunda,Chamaecrista_secunda,Chamaecrista_secunda
Chamaecrista_semaphora,Chamaecrista_semaphora,Chamaecrista_semaphora
Chamaecrista_sempreviva,Chamaecrista_sempreviva,Chamaecrista_sempreviva
Chamaecrista_serpens,Chamaecrista_serpens,Chamaecrista_serpens
Chamaecrista_serpens_var_delicata,Chamaecrista_serpens_var_delicata,Chamaecrista_serpens
Chamaecrista_delicata,Chamaecrista_serpens_var_delicata,Chamaecrista_serpens
Chamaecrista_serpens_var_grandiflora,Chamaecrista_serpens_var_grandiflora,Chamaecrista_serpens
Chamaecrista_tenella,Chamaecrista_serpens_var_grandiflora,Chamaecrista_serpens
Chamaecrista_serpens_var_isthmogenes,Chamaecrista_serpens_var_isthmogenes,Chamaecrista_serpens
Chamaecrista_serpens_var_mensarum,Chamaecrista_serpens_var_mensarum,Chamaecrista_serpens
Chamaecrista_serpens_var_oaxacana,Chamaecrista_serpens_var_oaxacana,Chamaecrista_serpens
Chamaecrista_serpens_var_serpens,Chamaecrista_serpens_var_serpens,Chamaecrista_serpens
Chamaecrista_serpens_var_wrightii,Chamaecrista_serpens_var_wrightii,Chamaecrista_serpens
Chamaecrista_alamosensis_,Chamaecrista_serpens_var_wrightii,Chamaecrista_serpens
Chamaecrista_chiapensis_,Chamaecrista_serpens_var_wrightii,Chamaecrista_serpens
Chamaecrista_mazatlensis,Chamaecrista_serpens_var_wrightii,Chamaecrista_serpens
Chamaecrista_mexiae,Chamaecrista_serpens_var_wrightii,Chamaecrista_serpens
Chamaecrista_ortegae,Chamaecrista_serpens_var_wrightii,Chamaecrista_serpens
Chamaecrista_palmeri,Chamaecrista_serpens_var_wrightii,Chamaecrista_serpens
Chamaecrista_wrightii,Chamaecrista_serpens_var_wrightii,Chamaecrista_serpens
Chamaecrista_seticrenata,Chamaecrista_seticrenata,Chamaecrista_seticrenata
Chamaecrista_setosa,Chamaecrista_setosa,Chamaecrista_setosa
Chamaecrista_setosa_var_paucivenia,Chamaecrista_setosa,Chamaecrista_setosa
Chamaecrista_setosa_var_subsetosa,Chamaecrista_setosa,Chamaecrista_setosa
Chamaecrista_simplifacta,Chamaecrista_simplifacta,Chamaecrista_simplifacta
Chamaecrista_sincorana,Chamaecrista_sincorana,Chamaecrista_sincorana
Chamaecrista_sophoroides,Chamaecrista_sophoroides,Chamaecrista_sophoroides
Chamaecrista_souzana,Chamaecrista_souzana,Chamaecrista_souzana
Chamaecrista_sparsifolia,Chamaecrista_sparsifolia,Chamaecrista_sparsifolia
Chamaecrista_speciosa,Chamaecrista_speciosa,Chamaecrista_speciosa
Chamaecrista_spinulosa,Chamaecrista_spinulosa,Chamaecrista_spinulosa
Chamaecrista_spodiotricha,Chamaecrista_spodiotricha,Chamaecrista_spodiotricha
Chamaecrista_stillifera,Chamaecrista_stillifera,Chamaecrista_stillifera
Chamaecrista_stricta,Chamaecrista_stricta,Chamaecrista_stricta
Chamaecrista_strictifolia,Chamaecrista_strictifolia,Chamaecrista_strictifolia
Chamaecrista_strictula,Chamaecrista_strictula,Chamaecrista_strictula
Chamaecrista_subdecrescens,Chamaecrista_subdecrescens,Chamaecrista_subdecrescens
Chamaecrista_subpeltata,Chamaecrista_subpeltata,Chamaecrista_subpeltata
Chamaecrista_supplex,Chamaecrista_supplex,Chamaecrista_supplex
Chamaecrista_swainsonii,Chamaecrista_swainsonii,Chamaecrista_swainsonii
Chamaecrista_symonii,Chamaecrista_symonii,Chamaecrista_symonii
Chamaecrista_takhtajanii,Chamaecrista_takhtajanii,Chamaecrista_takhtajanii
Chamaecrista_telfairiana,Chamaecrista_telfairiana,Chamaecrista_telfairiana
Chamaecrista_tenuicaulis,Chamaecrista_tenuicaulis,Chamaecrista_tenuicaulis
Chamaecrista_tenuisepala,Chamaecrista_tenuisepala,Chamaecrista_tenuisepala
Chamaecrista_tephrosiifolia,Chamaecrista_tephrosiifolia,Chamaecrista_tephrosiifolia
Chamaecrista_tocantinensis,Chamaecrista_tocantinensis,Chamaecrista_tocantinensis
Chamaecrista_trachycarpa,Chamaecrista_trachycarpa,Chamaecrista_trachycarpa
Chamaecrista_trachycarpa_var_acutifolia,Chamaecrista_trachycarpa_var_acutifolia,Chamaecrista_trachycarpa
Chamaecrista_trachycarpa_var_trachycarpa,Chamaecrista_trachycarpa_var_trachycarpa,Chamaecrista_trachycarpa
Chamaecrista_tragacanthoides,Chamaecrista_tragacanthoides,Chamaecrista_tragacanthoides
Chamaecrista_tragacanthoides_var_rasa,Chamaecrista_tragacanthoides_var_rasa,Chamaecrista_tragacanthoides
Chamaecrista_tragacanthoides_var_tragacanthoides,Chamaecrista_tragacanthoides_var_tragacanthoides,Chamaecrista_tragacanthoides
Chamaecrista_trichopoda,Chamaecrista_trichopoda,Chamaecrista_trichopoda
Chamaecrista_orbiculata_var_trichothyrsus,Chamaecrista_trichothyrsus,Chamaecrista_trichothyrsus
Chamaecrista_truncata,Chamaecrista_truncata,Chamaecrista_truncata
Chamaecrista_ulmea,Chamaecrista_ulmea,Chamaecrista_ulmea
Chamaecrista_unijuga,Chamaecrista_unijuga,Chamaecrista_unijuga
Chamaecrista_cytisoides_var_unijuga,Chamaecrista_unijuga,Chamaecrista_unijuga
Chamaecrista_urophyllidia,Chamaecrista_urophyllidia,Chamaecrista_urophyllidia
Chamaecrista_ursina,Chamaecrista_ursina,Chamaecrista_ursina
Chamaecrista_usambarensis,Chamaecrista_usambarensis,Chamaecrista_usambarensis
Chamaecrista_orbiculata_var_ustulata,Chamaecrista_ustulata,Chamaecrista_ustulata
Chamaecrista_vauthieri,Chamaecrista_vauthieri,Chamaecrista_vauthieri
Chamaecrista_rigidifolia_var_veadeirana,Chamaecrista_veadeirana,Chamaecrista_veadeirana
Chamaecrista_venatoria,Chamaecrista_venatoria,Chamaecrista_venatoria
Chamaecrista_venturiana,Chamaecrista_venturiana,Chamaecrista_venturiana
Chamaecrista_venulosa,Chamaecrista_venulosa,Chamaecrista_venulosa
Chamaecrista_verruculosa,Chamaecrista_verruculosa,Chamaecrista_verruculosa
Chamaecrista_vestita,Chamaecrista_vestita,Chamaecrista_vestita
Chamaecrista_virginis,Chamaecrista_virginis,Chamaecrista_virginis
Chamaecrista_viscosa,Chamaecrista_viscosa,Chamaecrista_viscosa
Chamaecrista_viscosa_var_paraguayensis,Chamaecrista_viscosa,Chamaecrista_viscosa
Chamaecrista_viscosa_var_viscosa,Chamaecrista_viscosa,Chamaecrista_viscosa
Chamaecrista_wallichiana,Chamaecrista_wallichiana,Chamaecrista_wallichiana
Chamaecrista_wittei,Chamaecrista_wittei,Chamaecrista_wittei
Chamaecrista_x_blanchetiformis,Chamaecrista_x_blanchetiformis,Chamaecrista_x_blanchetiformis
Chamaecrista_x_patyensis,Chamaecrista_x_patyensis,Chamaecrista_x_patyensis
Chamaecrista_xanthadena,Chamaecrista_xanthadena,Chamaecrista_xanthadena
Chamaecrista_xinguensis,Chamaecrista_xinguensis,Chamaecrista_xinguensis
Chamaecrista_zambesica,Chamaecrista_zambesica,Chamaecrista_zambesica
Chamaecrista_zygophylloides,Chamaecrista_zygophylloides,Chamaecrista_zygophylloides
Chamaecrista_zygophylloides_var_caribaea,Chamaecrista_zygophylloides_var_caribaea,Chamaecrista_zygophylloides
Chamaecrista_zygophylloides_var_colligans,Chamaecrista_zygophylloides_var_colligans,Chamaecrista_zygophylloides
Chamaecrista_zygophylloides_var_deamii,Chamaecrista_zygophylloides_var_deamii,Chamaecrista_zygophylloides
Chamaecrista_zygophylloides_var_zygophylloides,Chamaecrista_zygophylloides_var_zygophylloides,Chamaecrista_zygophylloides
